objectID,title,department,classification,culture,medium,objectDate,objectBeginDate,objectEndDate,artistDisplayName,artistNationality,artistGender,primaryImage,primaryImageSmall,isHighlight,isPublicDomain,inferred_gender,century,medium_category
436792,Interior Scene,European Paintings,Paintings,French,Oil on panel,1759,1759,1762,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100792-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100792-001.jpg,False,True,male,18th c. CE,painting
436794,Portrait of a Noblewoman by Morisot,European Paintings,Paintings,French,Tempera on wood,1424,1424,1428,Berthe Morisot,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100794-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100794-001.jpg,True,True,female,15th c. CE,painting
436795,Village Festival,European Paintings,Prints,French,Woodcut,1871,1871,1876,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100795-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100795-001.jpg,True,True,male,19th c. CE,print
436796,Bust of a Woman,European Paintings,Prints,American,Woodcut,1911,1911,1915,Harriet Hosmer,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100796-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100796-001.jpg,False,True,female,20th c. CE,print
436797,Self-Portrait,European Paintings,Paintings,French,Oil on panel,1720,1720,1723,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100797-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100797-001.jpg,True,True,male,18th c. CE,painting
436799,Portrait of a Noblewoman by Brun,European Paintings,Prints,French,Drypoint,1901,1901,1905,Élisabeth Louise Vigée Le Brun,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100799-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100799-001.jpg,False,True,female,20th c. CE,other
436800,Mythological Scene,European Paintings,Paintings,Dutch,Tempera on wood,1890,1890,1895,Rachel Ruysch,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100800-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100800-001.jpg,True,True,female,19th c. CE,painting
436801,Village Festival,European Paintings,Paintings,French,Oil on canvas,1548,1548,1553,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100801-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100801-001.jpg,False,True,male,16th c. CE,painting
436802,Mythological Scene,European Paintings,Paintings,Flemish,Tempera on wood,1765,1765,1768,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100802-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100802-001.jpg,False,True,male,18th c. CE,painting
436803,Bust of a Woman,European Paintings,Paintings,Spanish,Tempera on wood,1844,1844,1848,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100803-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100803-001.jpg,False,True,male,19th c. CE,painting
436806,Saint Jerome in His Study,European Paintings,Paintings,French,Oil and acrylic on canvas,1948,1948,1951,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100806-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100806-001.jpg,False,True,male,20th c. CE,painting
436808,Saint Jerome in His Study,European Paintings,Paintings,French,Oil on panel,1769,1769,1771,Anne Vallayer-Coster,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100808-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100808-001.jpg,True,True,female,18th c. CE,painting
436810,Allegory of Spring,European Paintings,Paintings,French,Oil and acrylic on canvas,1926,1926,1931,Rosa Bonheur,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100810-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100810-001.jpg,True,True,female,20th c. CE,painting
436813,The Holy Family,European Paintings,Paintings,American,Oil on panel,1913,1913,1916,John Singer Sargent,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100813-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100813-001.jpg,True,True,male,20th c. CE,painting
436814,Self-Portrait,European Paintings,Prints,French,Lithograph on paper,1812,1812,1813,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100814-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100814-001.jpg,False,True,male,19th c. CE,print
436816,Self-Portrait,European Paintings,Paintings,French,Oil on canvas,1773,1773,1774,Anne Vallayer-Coster,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100816-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100816-001.jpg,False,True,female,18th c. CE,painting
436818,Mountain View at Sunset,Modern and Contemporary Art,Drawings,American,Embroidered silk textile,1520,1520,1521,John Singer Sargent,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100818-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100818-001.jpg,True,True,male,16th c. CE,other
436821,Interior Scene,European Paintings,Paintings,Spanish,Oil on canvas,1470,1470,1472,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100821-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100821-001.jpg,True,True,male,15th c. CE,painting
436822,Portrait of a Gentleman by Claudel,European Paintings,Prints,French,Etching and engraving,1686,1686,1687,Camille Claudel,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100822-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100822-001.jpg,True,True,female,17th c. CE,print
436823,Village Festival,European Paintings,Paintings,French,Tempera on wood,1717,1717,1719,Rosa Bonheur,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100823-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100823-001.jpg,True,True,female,18th c. CE,painting
436825,Village Festival,European Paintings,Paintings,French,Oil on canvas,1917,1917,1921,Marie-Denise Villers,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100825-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100825-001.jpg,True,True,female,20th c. CE,painting
436826,Portrait of a Noblewoman by Claudel,Modern and Contemporary Art,Drawings,French,Charcoal on paper,1686,1686,1690,Camille Claudel,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100826-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100826-001.jpg,True,True,female,17th c. CE,drawing_paper
436827,Bust of a Woman,European Paintings,Paintings,French,Oil on canvas,1653,1653,1656,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100827-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100827-001.jpg,True,True,male,17th c. CE,painting
436828,Portrait of a Noblewoman by Cézanne,European Paintings,Paintings,French,Oil on canvas,1823,1823,1828,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100828-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100828-001.jpg,True,True,male,19th c. CE,painting
436831,Saint Jerome in His Study,European Paintings,Prints,American,Woodcut,1749,1749,1752,John Singer Sargent,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100831-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100831-001.jpg,False,True,male,18th c. CE,print
436832,Portrait of a Noblewoman by Younger,European Paintings,Paintings,German,Oil on panel,1547,1547,1552,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100832-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100832-001.jpg,True,True,male,16th c. CE,painting
436833,Study of a Young Woman,European Paintings,Paintings,German,Oil on panel,1664,1664,1665,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100833-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100833-001.jpg,False,True,male,17th c. CE,painting
436835,Village Festival,European Paintings,Paintings,German,Tempera on wood,1788,1788,1792,Albrecht Dürer,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100835-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100835-001.jpg,True,True,male,18th c. CE,painting
436836,Saint Jerome in His Study,European Paintings,Paintings,Spanish,Oil on canvas,1943,1943,1945,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100836-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100836-001.jpg,False,True,male,20th c. CE,painting
436837,Study of a Young Woman,European Paintings,Prints,Flemish,Drypoint,1689,1689,1691,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100837-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100837-001.jpg,False,True,male,17th c. CE,other
436838,Interior Scene,European Paintings,Paintings,French,Oil on canvas,1733,1733,1734,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100838-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100838-001.jpg,True,True,male,18th c. CE,painting
436841,Study of a Young Woman,European Paintings,Paintings,British,Oil on panel,1853,1853,1855,J.M.W. Turner,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100841-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100841-001.jpg,False,True,male,19th c. CE,painting
436842,The Holy Family,European Paintings,Paintings,French,Oil on panel,1622,1622,1623,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100842-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100842-001.jpg,False,True,male,17th c. CE,painting
436843,Portrait of a Gentleman by Dürer,European Paintings,Paintings,German,Oil on panel,1906,1906,1908,Albrecht Dürer,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100843-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100843-001.jpg,False,True,male,20th c. CE,painting
436844,Still Life with Flowers,European Paintings,Paintings,French,Oil on panel,1518,1518,1523,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100844-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100844-001.jpg,False,True,male,16th c. CE,painting
436846,Mountain View at Sunset,European Paintings,Paintings,French,Oil on panel,1578,1578,1579,Suzanne Valadon,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100846-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100846-001.jpg,False,True,female,16th c. CE,painting
436847,Mythological Scene,European Paintings,Prints,British,Drypoint,1896,1896,1900,Joshua Reynolds,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100847-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100847-001.jpg,True,True,male,19th c. CE,other
436849,Self-Portrait,Modern and Contemporary Art,Drawings,French,Charcoal on paper,1751,1751,1754,Anne Vallayer-Coster,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100849-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100849-001.jpg,False,True,female,18th c. CE,drawing_paper
436851,Village Festival,European Paintings,Paintings,French,Oil and acrylic on canvas,1837,1837,1840,Suzanne Valadon,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100851-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100851-001.jpg,False,True,female,19th c. CE,painting
436853,Portrait of a Noblewoman by Sargent,European Paintings,Paintings,American,Oil and acrylic on canvas,1839,1839,1842,John Singer Sargent,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100853-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100853-001.jpg,False,True,male,19th c. CE,painting
436854,Village Festival,Modern and Contemporary Art,Drawings,Flemish,Charcoal on paper,1667,1667,1670,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100854-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100854-001.jpg,False,True,male,17th c. CE,drawing_paper
436855,Still Life with Flowers,European Paintings,Prints,French,Drypoint,1658,1658,1659,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100855-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100855-001.jpg,False,True,male,17th c. CE,other
436856,The Holy Family,European Paintings,Paintings,French,Oil on canvas,1520,1520,1521,Suzanne Valadon,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100856-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100856-001.jpg,True,True,female,16th c. CE,painting
436857,Portrait of a Noblewoman by Younger,European Paintings,Paintings,German,Oil on panel,1719,1719,1722,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100857-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100857-001.jpg,False,True,male,18th c. CE,painting
436859,Mountain View at Sunset,European Paintings,Paintings,French,Oil and acrylic on canvas,1546,1546,1547,Anne Vallayer-Coster,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100859-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100859-001.jpg,False,True,female,16th c. CE,painting
436860,The Holy Family,Modern and Contemporary Art,Drawings,Dutch,Charcoal on paper,1875,1875,1877,Judith Leyster,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100860-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100860-001.jpg,False,True,female,19th c. CE,drawing_paper
436861,Mythological Scene,European Paintings,Paintings,British,Oil and acrylic on canvas,1739,1739,1742,Joshua Reynolds,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100861-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100861-001.jpg,True,True,male,18th c. CE,painting
436864,Study of a Young Woman,European Paintings,Prints,German,Drypoint,1755,1755,1760,Lucas Cranach the Elder,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100864-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100864-001.jpg,False,True,male,18th c. CE,other
436865,Portrait of a Noblewoman by Lewis,European Paintings,Paintings,American,Oil on canvas,1751,1751,1754,Edmonia Lewis,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100865-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100865-001.jpg,False,True,female,18th c. CE,painting
436866,Village Festival,European Paintings,Paintings,Flemish,Oil on canvas,1558,1558,1560,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100866-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100866-001.jpg,False,True,male,16th c. CE,painting
436868,Self-Portrait,European Paintings,Paintings,French,Oil on panel,1823,1823,1828,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100868-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100868-001.jpg,False,True,male,19th c. CE,painting
436869,Study of a Young Woman,European Paintings,Paintings,Dutch,Oil on canvas,1883,1883,1885,Rembrandt van Rijn,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100869-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100869-001.jpg,True,True,male,19th c. CE,painting
436870,Self-Portrait,European Paintings,Paintings,French,Oil on canvas,1747,1747,1750,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100870-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100870-001.jpg,True,True,male,18th c. CE,painting
436871,The Holy Family,European Paintings,Prints,French,Drypoint,1631,1631,1632,Adélaïde Labille-Guiard,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100871-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100871-001.jpg,True,True,female,17th c. CE,other
436875,The Holy Family,European Paintings,Prints,French,Drypoint,1567,1567,1570,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100875-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100875-001.jpg,False,True,male,16th c. CE,other
436876,Mythological Scene,European Paintings,Paintings,Flemish,Oil on canvas,1868,1868,1871,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100876-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100876-001.jpg,False,True,male,19th c. CE,painting
436878,Saint Jerome in His Study,European Paintings,Paintings,Netherlandish,Oil on panel,1468,1468,1469,Jan van Eyck,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100878-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100878-001.jpg,False,True,male,15th c. CE,painting
436879,Saint Jerome in His Study,European Paintings,Paintings,Spanish,Oil on panel,1615,1615,1620,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100879-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100879-001.jpg,False,True,male,17th c. CE,painting
436880,Saint Jerome in His Study,European Paintings,Paintings,Dutch,Oil and acrylic on canvas,1618,1618,1623,Rachel Ruysch,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100880-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100880-001.jpg,True,True,female,17th c. CE,painting
436881,Mountain View at Sunset,European Paintings,Prints,French,Etching and engraving,1857,1857,1861,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100881-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100881-001.jpg,False,True,male,19th c. CE,print
436882,Study of a Young Woman,Modern and Contemporary Art,Drawings,Spanish,Pen and brown ink,1431,1431,1432,Francisco Goya,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100882-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100882-001.jpg,False,True,male,15th c. CE,drawing_paper
436883,Studies of Hands and Drapery,European Paintings,Paintings,German,Oil and acrylic on canvas,1558,1558,1559,Lucas Cranach the Elder,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100883-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100883-001.jpg,True,True,male,16th c. CE,painting
436884,Studies of Hands and Drapery,European Paintings,Paintings,French,Oil on panel,1842,1842,1846,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100884-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100884-001.jpg,False,True,male,19th c. CE,painting
436887,Studies of Hands and Drapery,European Paintings,Paintings,British,Oil and acrylic on canvas,1625,1625,1626,J.M.W. Turner,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100887-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100887-001.jpg,False,True,male,17th c. CE,painting
436889,The Holy Family,Modern and Contemporary Art,Sculpture,French,Bronze statue,1666,1666,1669,Claude Monet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100889-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100889-001.jpg,False,True,male,17th c. CE,sculpture
436892,Bust of a Woman,European Paintings,Paintings,Flemish,Oil on canvas,1853,1853,1855,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100892-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100892-001.jpg,True,True,male,19th c. CE,painting
436893,Self-Portrait,European Paintings,Paintings,Netherlandish,Oil on canvas,1715,1715,1720,Rogier van der Weyden,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100893-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100893-001.jpg,True,True,male,18th c. CE,painting
436894,Saint Jerome in His Study,European Paintings,Paintings,Flemish,Oil and acrylic on canvas,1889,1889,1891,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100894-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100894-001.jpg,True,True,male,19th c. CE,painting
436895,Interior Scene,European Paintings,Paintings,German,Oil on panel,1623,1623,1626,Hans Holbein the Younger,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100895-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100895-001.jpg,True,True,male,17th c. CE,painting
436897,Saint Jerome in His Study,European Paintings,Paintings,American,Oil on panel,1815,1815,1820,Mary Cassatt,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100897-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100897-001.jpg,False,True,female,19th c. CE,painting
436898,Mountain View at Sunset,European Paintings,Paintings,British,Oil on panel,1423,1423,1428,J.M.W. Turner,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100898-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100898-001.jpg,False,True,male,15th c. CE,painting
436899,Bust of a Woman,European Paintings,Paintings,French,Oil on panel,1590,1590,1593,Marie-Denise Villers,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100899-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100899-001.jpg,False,True,female,16th c. CE,painting
436902,Portrait of a Noblewoman by Cassatt,European Paintings,Paintings,American,Oil on panel,1689,1689,1692,Mary Cassatt,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100002-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100002-001.jpg,True,True,female,17th c. CE,painting
436904,Allegory of Spring,European Paintings,Paintings,Dutch,Tempera on wood,1752,1752,1753,Judith Leyster,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100004-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100004-001.jpg,False,True,female,18th c. CE,painting
436906,Studies of Hands and Drapery,European Paintings,Prints,French,Woodcut,1841,1841,1844,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100006-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100006-001.jpg,True,True,male,19th c. CE,print
436907,Portrait of a Noblewoman by Rodin,European Paintings,Paintings,French,Oil on canvas,1666,1666,1668,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100007-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100007-001.jpg,True,True,male,17th c. CE,painting
436908,Still Life with Flowers,European Paintings,Prints,Flemish,Etching and engraving,1628,1628,1630,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100008-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100008-001.jpg,True,True,male,17th c. CE,print
436909,Village Festival,European Paintings,Paintings,French,Oil and acrylic on canvas,1774,1774,1776,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100009-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100009-001.jpg,True,True,male,18th c. CE,painting
436910,Mythological Scene,European Paintings,Paintings,Flemish,Oil on panel,1764,1764,1769,Clara Peeters,Flemish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100010-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100010-001.jpg,False,True,female,18th c. CE,painting
436912,Portrait of a Gentleman by Carriera,European Paintings,Paintings,Italian,Oil and acrylic on canvas,1831,1831,1835,Rosalba Carriera,Italian,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100012-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100012-001.jpg,True,True,female,19th c. CE,painting
436913,Mountain View at Sunset,European Paintings,Paintings,French,Oil and acrylic on canvas,1771,1771,1774,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100013-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100013-001.jpg,True,True,male,18th c. CE,painting
436914,Allegory of Spring,European Paintings,Prints,Flemish,Drypoint,1780,1780,1784,Clara Peeters,Flemish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100014-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100014-001.jpg,False,True,female,18th c. CE,other
436918,Bust of a Woman,European Paintings,Paintings,German,Oil on canvas,1872,1872,1873,Albrecht Dürer,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100018-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100018-001.jpg,False,True,male,19th c. CE,painting
436919,Study of a Young Woman,European Paintings,Paintings,Flemish,Oil and acrylic on canvas,1582,1582,1585,Clara Peeters,Flemish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100019-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100019-001.jpg,False,True,female,16th c. CE,painting
436921,Saint Jerome in His Study,European Paintings,Paintings,French,Tempera on wood,1771,1771,1772,Claude Monet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100021-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100021-001.jpg,True,True,male,18th c. CE,painting
436922,Portrait of a Gentleman by Homer,European Paintings,Paintings,American,Oil on panel,1843,1843,1848,Winslow Homer,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100022-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100022-001.jpg,True,True,male,19th c. CE,painting
436924,Self-Portrait,European Paintings,Paintings,American,Oil on panel,1785,1785,1789,Mary Cassatt,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100024-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100024-001.jpg,False,True,female,18th c. CE,painting
436926,Mythological Scene,European Paintings,Paintings,French,Tempera on wood,1623,1623,1625,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100026-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100026-001.jpg,False,True,male,17th c. CE,painting
436927,Still Life with Flowers,European Paintings,Prints,French,Drypoint,1749,1749,1750,Édouard Manet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100027-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100027-001.jpg,False,True,male,18th c. CE,other
436928,Bust of a Woman,European Paintings,Paintings,Netherlandish,Tempera on wood,1877,1877,1879,Rogier van der Weyden,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100028-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100028-001.jpg,True,True,male,19th c. CE,painting
436929,Studies of Hands and Drapery,European Paintings,Paintings,Flemish,Oil on panel,1657,1657,1659,Clara Peeters,Flemish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100029-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100029-001.jpg,True,True,female,17th c. CE,painting
436930,The Holy Family,European Paintings,Paintings,American,Oil on panel,1567,1567,1568,John Singer Sargent,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100030-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100030-001.jpg,True,True,male,16th c. CE,painting
436931,Saint Jerome in His Study,European Paintings,Paintings,French,Oil and acrylic on canvas,1834,1834,1839,Berthe Morisot,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100031-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100031-001.jpg,True,True,female,19th c. CE,painting
