objectID,title,department,classification,culture,medium,objectDate,objectBeginDate,objectEndDate,artistDisplayName,artistNationality,artistGender,primaryImage,primaryImageSmall,isHighlight,isPublicDomain
436644,Village Festival,European Paintings,Paintings,French,Oil and acrylic on canvas,1565,1565,1569,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100644-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100644-001.jpg,False,True
436645,Still Life with Flowers,European Paintings,Prints,French,Lithograph on paper,1814,1814,1818,Claude Monet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100645-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100645-001.jpg,True,True
436646,Portrait of a Gentleman,European Paintings,Paintings,Italian,Oil on canvas,1749,1749,1753,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100646-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100646-001.jpg,False,True
436647,The Holy Family,Modern and Contemporary Art,Drawings,Unknown,Glazed earthenware vase,1870,1870,1874,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100647-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100647-001.jpg,False,True
436648,Village Festival,European Paintings,Prints,Unknown,Lithograph on paper,1873,1873,1874,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100648-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100648-001.jpg,True,True
436649,Still Life with Flowers,European Paintings,Prints,French,Lithograph on paper,1785,1785,1786,Claude Monet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100649-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100649-001.jpg,False,True
436650,Village Festival,Modern and Contemporary Art,Drawings,French,Watercolor and ink on paper,1558,1558,1561,,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-100650-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100650-001.jpg,True,True
436651,Study of a Young Woman,European Paintings,Paintings,German,Tempera on wood,1741,1741,1742,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100651-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100651-001.jpg,False,True
436652,Still Life with Flowers,European Paintings,Paintings,French,Oil on canvas,1724,1724,1725,Adélaïde Labille-Guiard,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100652-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100652-001.jpg,False,True
436653,Self-Portrait,European Paintings,Paintings,Unknown,Oil and acrylic on canvas,1864,1864,1868,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100653-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100653-001.jpg,True,True
436654,Mythological Scene,European Paintings,Paintings,Italian,Oil and acrylic on canvas,1750,1750,1751,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100654-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100654-001.jpg,False,True
436655,Interior Scene,Modern and Contemporary Art,Sculpture,Dutch,Cast bronze relief,1522,1522,1525,Rachel Ruysch,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100655-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100655-001.jpg,True,True
436656,Interior Scene,European Paintings,Paintings,French,Oil and acrylic on canvas,1688,1688,1689,Suzanne Valadon,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100656-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100656-001.jpg,True,True
436657,Portrait of a Noblewoman by Goya,European Paintings,Paintings,Spanish,Tempera on wood,1646,1646,1648,Francisco Goya,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100657-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100657-001.jpg,True,True
436658,Mythological Scene,European Paintings,Paintings,French,Tempera on wood,1884,1884,1889,,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-100658-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100658-001.jpg,False,True
436659,Interior Scene,European Paintings,Prints,German,Etching and engraving,1764,1764,1767,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100659-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100659-001.jpg,False,True
436660,Study of a Young Woman,European Paintings,Paintings,German,Oil and acrylic on canvas,1679,1679,1684,Lucas Cranach the Elder,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100660-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100660-001.jpg,False,True
436661,Saint Jerome in His Study,European Paintings,Paintings,Dutch,Oil on canvas,1950,1950,1955,Rembrandt van Rijn,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100661-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100661-001.jpg,True,True
436662,Study of a Young Woman,European Paintings,Paintings,Italian,Oil and acrylic on canvas,1883,1883,1888,Rosalba Carriera,Italian,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100662-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100662-001.jpg,False,True
436663,Portrait of a Noblewoman by Rodin,Modern and Contemporary Art,Drawings,French,Glazed earthenware vase,1682,1682,1684,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100663-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100663-001.jpg,True,True
436664,Mountain View at Sunset,Modern and Contemporary Art,Drawings,French,Ivory plaque,1529,1529,1532,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100664-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100664-001.jpg,True,True
436665,Allegory of Spring,European Paintings,Paintings,Italian,Tempera on wood,1536,1536,1539,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100665-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100665-001.jpg,True,True
436666,Landscape with River,European Paintings,Paintings,Spanish,Oil on panel,1661,1661,1663,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100666-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100666-001.jpg,False,True
436667,Self-Portrait,European Paintings,Paintings,Italian,Oil and acrylic on canvas,1569,1569,1570,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100667-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100667-001.jpg,True,True
436668,Still Life with Flowers,Modern and Contemporary Art,Drawings,Netherlandish,Pen and brown ink,1630,1630,1635,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100668-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100668-001.jpg,True,True
436669,Mountain View at Sunset,European Paintings,Paintings,Italian,Oil on canvas,1615,1615,1618,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100669-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100669-001.jpg,False,True
436670,Saint Jerome in His Study,European Paintings,Paintings,Netherlandish,Tempera on wood,1618,1618,1619,Rogier van der Weyden,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100670-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100670-001.jpg,False,True
436671,Landscape with River,European Paintings,Paintings,Spanish,Oil on canvas,1827,1827,1832,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100671-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100671-001.jpg,False,True
436672,Study of a Young Woman,European Paintings,Paintings,French,Oil on canvas,1573,1573,1576,,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-100672-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100672-001.jpg,False,True
436673,Study of a Young Woman,European Paintings,Prints,Netherlandish,Woodcut,1740,1740,1742,Rogier van der Weyden,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100673-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100673-001.jpg,False,True
436674,Allegory of Spring,European Paintings,Paintings,Italian,Oil on canvas,1766,1766,1769,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100674-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100674-001.jpg,True,True
436675,Village Festival,European Paintings,Paintings,American,Oil and acrylic on canvas,1920,1920,1923,Harriet Hosmer,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100675-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100675-001.jpg,True,True
436676,Studies of Hands and Drapery,European Paintings,Prints,British,Lithograph on paper,1556,1556,1561,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100676-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100676-001.jpg,True,True
436677,Study of a Young Woman,European Paintings,Prints,French,Lithograph on paper,1716,1716,1719,Jean-Antoine Houdon,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100677-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100677-001.jpg,False,True
436678,The Holy Family,European Paintings,Prints,Unknown,Woodcut,1895,1895,1896,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100678-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100678-001.jpg,False,True
436679,Landscape with River,European Paintings,Paintings,German,Oil on panel,1842,1842,1844,Albrecht Dürer,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100679-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100679-001.jpg,False,True
436680,Saint Jerome in His Study,European Paintings,Paintings,Netherlandish,Oil and acrylic on canvas,1890,1890,1891,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100680-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100680-001.jpg,False,True
436681,Saint Jerome in His Study,European Paintings,Paintings,Italian,Tempera on wood,1670,1670,1671,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100681-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100681-001.jpg,True,True
436682,Landscape with River,European Paintings,Paintings,British,Tempera on wood,1643,1643,1648,Joshua Reynolds,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100682-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100682-001.jpg,False,True
436683,Mountain View at Sunset,Modern and Contemporary Art,Drawings,French,Pen and brown ink,1868,1868,1870,Élisabeth Louise Vigée Le Brun,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100683-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100683-001.jpg,True,True
436684,Bust of a Woman,European Paintings,Paintings,German,Tempera on wood,1931,1931,1932,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100684-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100684-001.jpg,True,True
436685,Self-Portrait,European Paintings,Paintings,Spanish,Oil on panel,1730,1730,1734,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100685-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100685-001.jpg,False,True
436686,The Holy Family,European Paintings,Paintings,Italian,Oil on panel,1767,1767,1772,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100686-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100686-001.jpg,False,True
436687,Landscape with River,European Paintings,Paintings,Flemish,Oil and acrylic on canvas,1646,1646,1650,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100687-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100687-001.jpg,False,True
436688,Portrait of a Noblewoman,European Paintings,Paintings,German,Oil on canvas,1883,1883,1888,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100688-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100688-001.jpg,True,True
436689,Study of a Young Woman,European Paintings,Paintings,Flemish,Tempera on wood,1621,1621,1622,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100689-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100689-001.jpg,False,True
436690,Mythological Scene,European Paintings,Prints,Italian,Lithograph on paper,1689,1689,1692,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100690-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100690-001.jpg,True,True
436691,Portrait of a Noblewoman by Cézanne,European Paintings,Prints,French,Drypoint,1782,1782,1783,Paul Cézanne,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100691-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100691-001.jpg,True,True
436692,The Holy Family,European Paintings,Paintings,Flemish,Tempera on wood,1736,1736,1740,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100692-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100692-001.jpg,False,True
436693,The Holy Family,European Paintings,Paintings,Italian,Oil on panel,1626,1626,1629,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100693-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100693-001.jpg,True,True
436694,Village Festival,European Paintings,Paintings,Dutch,Oil on panel,1563,1563,1566,Rembrandt van Rijn,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100694-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100694-001.jpg,True,True
436695,Saint Jerome in His Study,European Paintings,Paintings,Italian,Oil on panel,1889,1889,1893,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100695-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100695-001.jpg,True,True
436696,Still Life with Flowers,European Paintings,Prints,Italian,Lithograph on paper,1611,1611,1615,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100696-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100696-001.jpg,False,True
436697,Landscape with River,European Paintings,Paintings,Spanish,Oil on canvas,1786,1786,1787,Francisco Goya,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100697-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100697-001.jpg,False,True
436698,Saint Jerome in His Study,European Paintings,Prints,British,Lithograph on paper,1540,1540,1543,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100698-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100698-001.jpg,False,True
436699,Bust of a Woman,European Paintings,Paintings,French,Tempera on wood,1748,1748,1749,Marie-Denise Villers,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100699-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100699-001.jpg,True,True
436700,Self-Portrait,Modern and Contemporary Art,Drawings,Flemish,Charcoal on paper,1743,1743,1745,Clara Peeters,Flemish,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100700-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100700-001.jpg,True,True
436701,Village Festival,Modern and Contemporary Art,Drawings,Unknown,Graphite on paper,1550,1550,1553,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100701-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100701-001.jpg,True,True
436702,The Holy Family,European Paintings,Paintings,British,Tempera on wood,1626,1626,1630,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100702-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100702-001.jpg,False,True
436703,The Holy Family,European Paintings,Paintings,American,Tempera on wood,1543,1543,1547,Winslow Homer,American,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100703-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100703-001.jpg,True,True
436704,Mountain View at Sunset,Modern and Contemporary Art,Drawings,British,Graphite on paper,1550,1550,1551,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100704-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100704-001.jpg,True,True
436705,Study of a Young Woman,Modern and Contemporary Art,Drawings,French,Glazed earthenware vase,1899,1899,1902,,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-100705-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100705-001.jpg,True,True
436706,Landscape with River,European Paintings,Paintings,Netherlandish,Oil and acrylic on canvas,1669,1669,1672,Rogier van der Weyden,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100706-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100706-001.jpg,False,True
436707,Landscape with River,European Paintings,Prints,British,Woodcut,1868,1868,1869,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100707-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100707-001.jpg,True,True
436708,The Holy Family,European Paintings,Paintings,Dutch,Oil on panel,1646,1646,1649,Rembrandt van Rijn,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100708-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100708-001.jpg,True,True
436709,Self-Portrait,European Paintings,Paintings,French,Oil on panel,1884,1884,1886,,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-100709-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100709-001.jpg,False,True
436710,Portrait of a Noblewoman by Elder,European Paintings,Paintings,German,Tempera on wood,1822,1822,1823,Lucas Cranach the Elder,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100710-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100710-001.jpg,False,True
436711,Saint Jerome in His Study,European Paintings,Paintings,American,Oil on canvas,1757,1757,1758,Edmonia Lewis,American,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100711-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100711-001.jpg,True,True
436712,Portrait of a Gentleman by Carriera,European Paintings,Paintings,Italian,Tempera on wood,1768,1768,1769,Rosalba Carriera,Italian,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100712-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100712-001.jpg,False,True
436713,Mythological Scene,European Paintings,Paintings,French,Oil and acrylic on canvas,1715,1715,1720,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100713-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100713-001.jpg,True,True
436714,Mountain View at Sunset,Modern and Contemporary Art,Drawings,French,Watercolor and ink on paper,1637,1637,1638,Claude Monet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100714-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100714-001.jpg,False,True
436715,Allegory of Spring,European Paintings,Paintings,Netherlandish,Oil on panel,1891,1891,1895,Jan van Eyck,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100715-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100715-001.jpg,True,True
436716,Still Life with Flowers,European Paintings,Paintings,German,Oil and acrylic on canvas,1812,1812,1815,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100716-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100716-001.jpg,True,True
436717,Portrait of a Gentleman by Dürer,European Paintings,Paintings,German,Oil and acrylic on canvas,1895,1895,1900,Albrecht Dürer,German,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100717-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100717-001.jpg,True,True
436718,The Holy Family,European Paintings,Paintings,French,Tempera on wood,1555,1555,1559,,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-100718-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100718-001.jpg,False,True
436719,Allegory of Spring,European Paintings,Prints,British,Drypoint,1859,1859,1862,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100719-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100719-001.jpg,True,True
436720,Village Festival,European Paintings,Paintings,French,Oil on canvas,1935,1935,1938,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100720-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100720-001.jpg,False,True
436721,Bust of a Woman,European Paintings,Paintings,French,Oil on panel,1638,1638,1643,Auguste Rodin,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100721-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100721-001.jpg,True,True
436722,Village Festival,European Paintings,Paintings,Flemish,Oil on canvas,1547,1547,1549,Anthony van Dyck,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100722-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100722-001.jpg,True,True
436723,Self-Portrait,European Paintings,Paintings,Spanish,Oil and acrylic on canvas,1848,1848,1849,Diego Velázquez,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100723-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100723-001.jpg,True,True
436724,Landscape with River,European Paintings,Paintings,British,Oil and acrylic on canvas,1715,1715,1719,Joshua Reynolds,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100724-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100724-001.jpg,False,True
436725,Mythological Scene,European Paintings,Paintings,Spanish,Oil on canvas,1855,1855,1856,Francisco Goya,Spanish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100725-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100725-001.jpg,True,True
436726,Mountain View at Sunset,Modern and Contemporary Art,Drawings,Dutch,Graphite on paper,1569,1569,1570,Rembrandt van Rijn,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100726-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100726-001.jpg,False,True
436727,Mythological Scene,European Paintings,Prints,French,Drypoint,1848,1848,1851,Adélaïde Labille-Guiard,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100727-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100727-001.jpg,True,True
436728,Landscape with River,European Paintings,Paintings,German,Tempera on wood,1637,1637,1641,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100728-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100728-001.jpg,True,True
436729,Landscape with River,European Paintings,Paintings,French,Oil on canvas,1510,1510,1514,Marie-Denise Villers,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100729-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100729-001.jpg,False,True
436730,Studies of Hands and Drapery,European Paintings,Prints,Unknown,Drypoint,1561,1561,1565,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100730-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100730-001.jpg,False,True
436731,Still Life with Flowers,European Paintings,Paintings,Dutch,Oil on canvas,1821,1821,1822,Judith Leyster,Dutch,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100731-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100731-001.jpg,True,True
436732,Portrait of a Gentleman by Rubens,European Paintings,Paintings,Flemish,Oil on panel,1813,1813,1817,Peter Paul Rubens,Flemish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100732-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100732-001.jpg,True,True
436733,Mountain View at Sunset,European Paintings,Paintings,Netherlandish,Oil and acrylic on canvas,1721,1721,1725,,Netherlandish,,https://images.metmuseum.org/CRDImages/ep/original/DP-100733-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100733-001.jpg,True,True
436734,Saint Jerome in His Study,European Paintings,Paintings,Dutch,Oil on panel,1624,1624,1628,Rembrandt van Rijn,Dutch,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100734-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100734-001.jpg,False,True
436735,The Holy Family,European Paintings,Prints,French,Drypoint,1870,1870,1872,,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-100735-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100735-001.jpg,False,True
436736,Portrait of a Noblewoman by Eyck,European Paintings,Paintings,Netherlandish,Tempera on wood,1782,1782,1786,Jan van Eyck,Netherlandish,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100736-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100736-001.jpg,False,True
436737,Mythological Scene,European Paintings,Paintings,Unknown,Tempera on wood,1873,1873,1877,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100737-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100737-001.jpg,False,True
436738,Studies of Hands and Drapery,European Paintings,Paintings,Unknown,Oil and acrylic on canvas,1775,1775,1776,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100738-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100738-001.jpg,True,True
436739,Interior Scene,European Paintings,Paintings,Unknown,Oil on canvas,1764,1764,1768,,Unknown,,https://images.metmuseum.org/CRDImages/ep/original/DP-100739-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100739-001.jpg,False,True
436740,Mythological Scene,European Paintings,Paintings,British,Tempera on wood,1724,1724,1728,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100740-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100740-001.jpg,True,True
436741,Studies of Hands and Drapery,European Paintings,Prints,French,Woodcut,1630,1630,1634,Suzanne Valadon,French,Female,https://images.metmuseum.org/CRDImages/ep/original/DP-100741-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100741-001.jpg,True,True
436742,Mythological Scene,European Paintings,Paintings,German,Tempera on wood,1874,1874,1878,,German,,https://images.metmuseum.org/CRDImages/ep/original/DP-100742-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100742-001.jpg,True,True
436743,Village Festival,European Paintings,Paintings,Italian,Tempera on wood,1747,1747,1752,,Italian,,https://images.metmuseum.org/CRDImages/ep/original/DP-100743-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100743-001.jpg,True,True
436744,Bust of a Woman,European Paintings,Paintings,French,Oil and acrylic on canvas,1646,1646,1648,Edgar Degas,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100744-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100744-001.jpg,True,True
436745,Landscape with River,European Paintings,Prints,British,Drypoint,1887,1887,1889,Thomas Gainsborough,British,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100745-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100745-001.jpg,True,True
436746,Portrait of a Noblewoman by Monet,European Paintings,Paintings,French,Tempera on wood,1781,1781,1783,Claude Monet,French,Male,https://images.metmuseum.org/CRDImages/ep/original/DP-100746-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-100746-001.jpg,True,True
